slide_number_in_experiment,trial_type,object,img1,img2,img3,img4,features,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
3,adjective_ordering,frog,frog_spotted_green,frog_striped_green,frog_spotted_red,frog_striped_red,"['red', 'striped', 'spotted', 'green']",59532,"[[True, False, True, True, True, 'Uzgun'], [True, True, False, True, True, 'Uzgun'], [False, False, True, False, True, 'Kirmizi'], [False, True, False, False, True, 'Kirmizi']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
4,adjective_ordering,shorts,shorts_dry_green,shorts_wet_green,shorts_wet_red,shorts_dry_red,"['green', 'dry', 'wet', 'red']",25630,"[[True, True, False, False, False, ''], [True, False, True, False, False, ''], [False, False, True, True, False, ''], [False, True, False, True, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
5,adjective_ordering,woman,woman_young_happy,woman_old_happy,woman_old_sad,woman_young_sad,"['old', 'sad', 'happy', 'young']",31886,"[[False, False, True, True, False, ''], [True, False, True, False, False, ''], [True, True, False, False, False, ''], [False, True, False, True, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
6,adjective_ordering,man2,man2_bearded_glassed,man2_mustached_hatted,man2_mustached_glassed,man2_bearded_glassed,"['beard', 'hat', 'glasses', 'mustache']",22029,"[[True, False, True, False, False, ''], [False, True, False, True, False, ''], [False, False, True, True, False, ''], [True, False, True, False, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
7,adjective_ordering,box,box_closed_cardboard,box_closed_wood,box_open_wood,box_open_cardboard,"['closed', 'open', 'cardboard', 'wood']",15212,"[[True, False, True, False, False, ''], [True, False, False, True, False, ''], [False, True, False, True, False, ''], [False, True, True, False, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
8,adjective_ordering,hair,hair_curly_blonde,hair_straight_blond,hair_curly_brown,hair_straight_brown,"['blonde', 'straight', 'curly', 'brown']",18050,"[[True, False, True, False, False, ''], [True, True, False, False, False, ''], [False, False, True, True, False, ''], [False, True, False, True, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
9,adjective_ordering,table,table_metal_high,table_wood_low,table_wood_high,table_metal_low,"['low', 'metal', 'wooden', 'high']",18173,"[[False, True, False, True, False, ''], [True, False, True, False, False, ''], [False, False, True, True, False, ''], [True, True, False, False, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
10,adjective_ordering,woman2,woman2_happy_fat,woman2_sad_skinny,woman2_happy_skinny,woman2_sad_fat,"['fat', 'sad', 'happy', 'skinny']",22332,"[[True, False, True, False, False, ''], [False, True, False, False, False, ''], [False, False, True, False, False, ''], [True, True, False, False, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
11,adjective_ordering,earring,earring_small_triangular,earring_big_round,earring_big_triangular,earring_small_round,"['triangular', 'big', 'round', 'small']",19516,"[[True, False, False, True, False, ''], [False, False, True, False, False, ''], [True, True, False, False, False, ''], [False, False, True, True, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
12,adjective_ordering,bottle,bottle_plastic_big,bottle_glass_big,bottle_plastic_small,bottle_glass_small,"['plastic', 'big', 'glass', 'small']",22602,"[[True, True, False, False, False, ''], [False, True, True, False, False, ''], [True, False, False, True, False, ''], [False, False, True, True, False, '']]",Safari,iPhone/iPod,667,375,Turkce,2,Yes,33,Male,4,"Tesekkurler, basarilar","Alcak yerine akcak yazilmis, ayrica prolific ile sorunlar yasadim.",1 USD,191843
