slide_number_in_experiment,trial_type,object,img1,img2,img3,img4,features,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
3,adjective_ordering,frog,frog_spotted_green,frog_striped_green,frog_spotted_red,frog_striped_red,"['red', 'striped', 'spotted', 'green']",33738,"[[True, False, True, False, False, ''], [True, True, False, False, False, ''], [False, False, True, False, True, 'kırmızı'], [False, True, False, False, True, 'kırmızı']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
4,adjective_ordering,hair,hair_curly_blonde,hair_straight_blond,hair_curly_brown,hair_straight_brown,"['blonde', 'straight', 'curly', 'brown']",12130,"[[True, False, True, False, False, ''], [True, True, False, False, False, ''], [False, False, True, True, False, ''], [False, True, False, True, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
5,adjective_ordering,cup,cup_full_plastic,cup_empty_plastic,cup_empty_metal,cup_full_metal,"['plastic', 'metal', 'full', 'empty']",12001,"[[True, False, False, True, False, ''], [True, False, True, False, False, ''], [False, True, False, True, False, ''], [False, True, True, False, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
6,adjective_ordering,box,box_closed_cardboard,box_closed_wood,box_open_wood,box_open_cardboard,"['closed', 'open', 'cardboard', 'wood']",100020,"[[True, False, True, False, False, ''], [True, False, False, True, False, ''], [False, True, False, True, False, ''], [False, True, True, False, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
7,adjective_ordering,earring,earring_small_triangular,earring_big_round,earring_big_triangular,earring_small_round,"['triangular', 'big', 'round', 'small']",18032,"[[True, False, False, True, False, ''], [False, True, True, False, False, ''], [True, True, False, False, False, ''], [False, False, True, True, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
8,adjective_ordering,man2,man2_bearded_glassed,man2_mustached_hatted,man2_mustached_glassed,man2_bearded_glassed,"['beard', 'hat', 'glasses', 'mustache']",53428,"[[True, False, True, False, False, ''], [False, True, False, True, False, ''], [False, False, True, True, False, ''], [True, False, True, False, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
9,adjective_ordering,woman,woman_young_happy,woman_old_happy,woman_old_sad,woman_young_sad,"['old', 'sad', 'happy', 'young']",13923,"[[False, False, True, True, False, ''], [True, False, True, False, False, ''], [True, True, False, False, False, ''], [False, True, False, True, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
10,adjective_ordering,bottle,bottle_plastic_big,bottle_glass_big,bottle_plastic_small,bottle_glass_small,"['plastic', 'big', 'glass', 'small']",38456,"[[True, True, False, False, False, ''], [False, True, True, False, False, ''], [True, False, False, True, False, ''], [False, False, True, True, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
11,adjective_ordering,man,man_old_bald,man_old_bearded,man_young_bearded,man_young_bald,"['young', 'bald', 'old', 'bearded']",25992,"[[False, True, True, False, False, ''], [False, True, True, True, False, ''], [True, True, False, True, False, ''], [True, True, False, False, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
12,adjective_ordering,woman2,woman2_happy_fat,woman2_sad_skinny,woman2_happy_skinny,woman2_sad_fat,"['fat', 'sad', 'happy', 'skinny']",16846,"[[True, False, True, False, False, ''], [False, True, False, True, False, ''], [False, False, True, True, False, ''], [True, True, False, False, False, '']]",Chrome,Windows,864,1536,Tükçe,1,Yes,28,Female,3,,"Sadece şortların olduğu resimde soldan 2. seçeneğin rengini seçmeyi unuttum. Tam next'e tıklarken fark ettim unuttuğumu. Yeşil rengi seçecektim. Anket için teşekkürler, başarılar dilerim.","0,80",125585
