slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
3,overinformativeness,button_big_green,button,23572,dügme,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
4,overinformativeness,dress_big_green,dress,5541,elbise,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
5,overinformativeness,binoculars_big_red,binoculars,93926,dürbün,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
6,overinformativeness,flower_big_yellow,flower,16847,çiçek,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
7,overinformativeness,lock_big_gold,lock,11984,kilit,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
8,adjective_ordering,hair_curly_brown,hair,6568,saç,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
9,overinformativeness,car_big_green,car,7073,araba,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
10,overinformativeness,mirror_big_black,mirror,7912,ayna,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
11,overinformativeness,cat_big_black,cat,4150,kedi,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
12,overinformativeness,shoe_big_pink,shoe,13843,ayakkabi,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
13,adjective_ordering,woman_young_sad,woman,11923,insan,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
14,overinformativeness,scissors_big_green,scissors,3688,makas,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
15,overinformativeness,chair_big_yellow,chair,4037,sandalye,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
16,overinformativeness,binoculars_big_blue,binoculars,10813,dürbün,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
17,adjective_ordering,nails_black_glossy,nail_polish,11126,tirnak,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
18,overinformativeness,clock_big_purple,clock,4568,saat,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
19,overinformativeness,bag_big_blue,bag,6256,çanta,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
20,overinformativeness,balloon_big_yellow,balloon,7305,balon,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
21,overinformativeness,hat_big_orange,hat,8085,sapka,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
22,overinformativeness,knife_big_red,knife,7856,biçak,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
23,overinformativeness,lock_big_silver,lock,5065,kilit,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
24,overinformativeness,key_big_silver,key,5201,anahtar,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
25,overinformativeness,flower_big_pink,flower,7703,çiçek,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
26,overinformativeness,lighter_big_white,lighter,17123,çakmak,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
27,overinformativeness,lipstick_big_red,lipstick,7034,ruj,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
28,overinformativeness,book_big_red,book,3477,kitap,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
29,adjective_ordering,earring_big_triangular,earring,8631,küpe,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
30,overinformativeness,pants_big_green,pants,5956,pantalon,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
31,overinformativeness,book_big_blue,book,3340,kitap,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
32,adjective_ordering,box_closed_cardboard,box,3284,kutu,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
33,overinformativeness,toothbrush_big_green,toothbrush,12232,dis firçasi,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
34,adjective_ordering,cup_empty_plastic,cup,8646,meyve suyu,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
35,adjective_ordering,bottle_glass_big,bottle,7403,sise,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
36,overinformativeness,socks_big_green,socks,11828,çorap,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
37,overinformativeness,cat_big_white,cat,3165,kedi,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
38,overinformativeness,rosary_big_blue,rosary,3588,tesbih,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
39,overinformativeness,clock_big_yellow,clock,3661,saat,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
40,overinformativeness,ball_big_yellow,ball,4275,top,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
41,overinformativeness,glove_big_green,glove,3230,eldiven,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
42,overinformativeness,umbrella_big_blue,umbrella,27499,semsiye,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
43,overinformativeness,hat_big_pink,hat,4819,sapka,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
44,overinformativeness,pepper_big_red,pepper,2884,biber,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
45,overinformativeness,button_big_blue,button,9007,dügma,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
46,overinformativeness,tshirt_big_yellow,tshirt,54224,tisört,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
47,overinformativeness,tie_big_red,tie,15116,kravat,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
48,adjective_ordering,shorts_wet_green,shorts,6806,sort,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
49,overinformativeness,balloon_big_pink,balloon,6904,balon,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
50,overinformativeness,glasses_big_blue,glasses,8910,gözlük,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
51,overinformativeness,umbrella_big_green,umbrella,8301,semsiye,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
52,overinformativeness,rosary_big_yellow,rosary,3725,tesbih,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
53,adjective_ordering,man2_bearded_glassed,man2,4666,Adam,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
54,overinformativeness,knife_big_blue,knife,5429,biçak,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
55,overinformativeness,brush_big_red,brush,6771,firça,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
56,overinformativeness,car_big_blue,car,3830,araba,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
57,overinformativeness,dress_big_blue,dress,2876,elbise,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
58,overinformativeness,brush_big_blue,brush,5108,firça,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
59,overinformativeness,bag_big_red,bag,9645,çanta,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
60,adjective_ordering,pencil_long_blue,pencil,5025,kalem,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
61,adjective_ordering,woman2_happy_fat,woman2,5175,kadin,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
62,overinformativeness,mirror_big_white,mirror,3703,ayna,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
63,overinformativeness,pot_big_green,pot,9289,tava,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
64,overinformativeness,apple_big_green,apple,2821,elma,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
65,overinformativeness,tie_big_blue,tie,3008,kravat,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
66,adjective_ordering,table_metal_high,table,2924,masa,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
67,overinformativeness,key_big_gold,key,4752,anahtar,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
68,overinformativeness,pepper_big_green,pepper,4908,biber,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
69,overinformativeness,glove_big_orange,glove,4184,eldiven,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
70,adjective_ordering,picture_colored_square,picture,3356,tablo,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
71,adjective_ordering,man_old_bearded,man,3732,Adam,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
72,overinformativeness,apple_big_red,apple,3846,elma,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
73,overinformativeness,chair_big_blue,chair,7174,sandalye,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
74,adjective_ordering,frog_spotted_green,frog,18459,kurbaga,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
75,overinformativeness,toothbrush_big_purple,toothbrush,11563,dis firçasi,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
76,overinformativeness,skirt_big_green,skirt,3718,etek,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
77,overinformativeness,pants_big_pink,pants,4067,pantalon,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
78,overinformativeness,glasses_big_red,glasses,9838,gözlük,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
79,overinformativeness,shoe_big_yellow,shoe,5466,ayakkabi,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
80,overinformativeness,scissors_big_blue,scissors,4195,makas,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
81,overinformativeness,lighter_big_black,lighter,6859,çakmak,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
82,overinformativeness,ball_big_purple,ball,3204,top,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
83,overinformativeness,lipstick_big_pink,lipstick,3228,ruj,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
84,overinformativeness,skirt_big_blue,skirt,4000,etek,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
85,overinformativeness,tshirt_big_orange,tshirt,13396,tisört,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
86,overinformativeness,socks_big_blue,socks,10761,çorap,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
87,overinformativeness,pot_big_blue,pot,10198,tava,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
88,adjective_ordering,spoon_metal_clean,spoon,5892,kasik,Safari,Mac,768,1366,"Türkçe, Ingilizce",1,Yes,19,Female,1,,No,1,674734
