slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
3,overinformativeness,umbrella_big_green,umbrella,20496,şemsiye,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
4,overinformativeness,dress_big_blue,dress,6097,elbise,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
5,overinformativeness,clock_big_yellow,clock,3723,saat,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
6,adjective_ordering,picture_bw_rectangular,picture,10414,tablo,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
7,overinformativeness,pants_big_pink,pants,22927,\npantolon,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
8,adjective_ordering,frog_striped_red,frog,7235,\nkurbağa,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
9,adjective_ordering,man_young_bald,man,6825,\nkafa,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
10,adjective_ordering,table_wood_high,table,2300,\nmasa,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
11,overinformativeness,chair_big_blue,chair,3987,\nsandalye,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
12,overinformativeness,socks_big_green,socks,3637,\nçorap,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
13,overinformativeness,cat_big_white,cat,2650,\nkedi,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
14,overinformativeness,flower_big_pink,flower,4225,\nçiçek,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
15,adjective_ordering,man2_bearded_glassed,man2,31024,\ngözlük ve sakal sonradan eklenmiş insan kafası,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
16,overinformativeness,lighter_big_black,lighter,3500,\nçakmak,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
17,overinformativeness,knife_big_blue,knife,3812,\nbıçak,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
18,adjective_ordering,woman2_sad_fat,woman2,16500,\nkadın kafası,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
19,overinformativeness,bag_big_red,bag,2975,\nçanta,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
20,overinformativeness,ball_big_yellow,ball,8800,\ntop,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
21,overinformativeness,glove_big_green,glove,3525,\neldiven,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
22,overinformativeness,shoe_big_yellow,shoe,4425,\nayakkabı,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
23,overinformativeness,tie_big_blue,tie,5674,\nkravat,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
24,overinformativeness,book_big_red,book,3374,\nkitap,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
25,overinformativeness,toothbrush_big_purple,toothbrush,7478,\ndiş fırçası,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
26,overinformativeness,ball_big_purple,ball,3122,\ntop,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
27,overinformativeness,chair_big_yellow,chair,2587,\nsandalye,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
28,overinformativeness,lock_big_gold,lock,5361,\nkilit,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
29,overinformativeness,pepper_big_green,pepper,3837,\nbiber,Chrome,Mac,900,1440,türkçe,1,Yes,30,Male,4,,hayır,3 euro,815673
