slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,Beyaz,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
1,bot_check,,beyaz,0,Beyaz,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
1,bot_check,,beyaz,0,beyaz,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
3,overinformativeness,knife_big_blue,knife,6658,bicak,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
4,overinformativeness,clock_big_purple,clock,8266,Saat,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
5,overinformativeness,lipstick_big_red,lipstick,6452,Ruj,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
6,overinformativeness,brush_big_blue,brush,4950,Firca,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
7,overinformativeness,clock_big_yellow,clock,8200,Calar saat,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
8,overinformativeness,pot_big_green,pot,9251,Tencere,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
9,adjective_ordering,pencil_long_black,pencil,4700,Kalem,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
10,overinformativeness,ball_big_yellow,ball,4998,Top,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
11,adjective_ordering,woman_old_happy,woman,12554,Kadin,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
12,overinformativeness,lighter_big_white,lighter,4231,Cakmak,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
13,overinformativeness,toothbrush_big_purple,toothbrush,5532,Dis fircasi,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
14,overinformativeness,dress_big_blue,dress,4750,Elbise,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
15,overinformativeness,mirror_big_black,mirror,3985,Ayna,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
16,overinformativeness,socks_big_blue,socks,4248,Corap,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
17,adjective_ordering,frog_striped_red,frog,4202,Kurbaga,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
18,overinformativeness,cat_big_black,cat,5069,Kedi,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
19,adjective_ordering,hair_straight_brown,hair,4335,Sac,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
20,overinformativeness,binoculars_big_blue,binoculars,8131,Dürbün,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
21,adjective_ordering,spoon_wooden_clean,spoon,5281,Tahta kasik,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
22,overinformativeness,pepper_big_green,pepper,6083,Biber,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
23,overinformativeness,shoe_big_pink,shoe,5802,Ayakkabi,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
24,overinformativeness,skirt_big_green,skirt,4098,Etek,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
25,overinformativeness,glasses_big_blue,glasses,5999,Gozluk,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
26,overinformativeness,flower_big_yellow,flower,5352,Cicek,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
27,overinformativeness,chair_big_yellow,chair,4717,Sandalye,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
28,overinformativeness,book_big_red,book,4734,Kitap,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
29,adjective_ordering,cup_empty_plastic,cup,6696,Portakal suyu,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
30,adjective_ordering,picture_colored_square,picture,4684,Tablo,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
31,overinformativeness,tshirt_big_orange,tshirt,19028,Tisort,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
32,adjective_ordering,box_open_wood,box,4380,Kutu,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
33,overinformativeness,rosary_big_blue,rosary,41704,Tesbih,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
34,overinformativeness,pants_big_green,pants,5659,Pantolon,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
35,overinformativeness,scissors_big_blue,scissors,3980,Makas,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
36,overinformativeness,lighter_big_black,lighter,4084,Cakmak,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
37,overinformativeness,pepper_big_red,pepper,6834,Biber,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
38,overinformativeness,car_big_green,car,10116,Oyuncak araba,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
39,overinformativeness,book_big_blue,book,4043,Kitap,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
40,overinformativeness,umbrella_big_blue,umbrella,3918,Semsiye,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
41,overinformativeness,key_big_silver,key,4755,Anahtar,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
42,overinformativeness,tie_big_red,tie,4101,Kravat,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
43,adjective_ordering,table_wood_low,table,6632,Masa,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
44,overinformativeness,skirt_big_blue,skirt,4138,Etek,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
45,overinformativeness,apple_big_red,apple,3444,Elma,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
46,overinformativeness,glasses_big_red,glasses,3820,Gozluk,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
47,overinformativeness,ball_big_purple,ball,5115,Top,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
48,overinformativeness,tie_big_blue,tie,23280,Kravat,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
49,overinformativeness,hat_big_orange,hat,4382,Sapka,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
50,overinformativeness,shoe_big_yellow,shoe,4370,Ayakkabi,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
51,overinformativeness,balloon_big_yellow,balloon,4847,Balon,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
52,adjective_ordering,nails_black_matte,nail_polish,16301,Parmak,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
53,adjective_ordering,man_old_bearded,man,5315,Adam,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
54,adjective_ordering,earring_small_triangular,earring,5168,Kupe,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
55,overinformativeness,hat_big_pink,hat,5629,Sapka,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
56,adjective_ordering,woman2_sad_fat,woman2,4170,Kadin,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
57,overinformativeness,apple_big_green,apple,3501,Elma,Safari,iPhone/iPod,667,375,Turkce,1,Yes,30,Male,3,,Deneye girerken bot testinde ayranin rengini buyuk harfle “Beyaz” olarak yazinca test bot oldugumu saniyor. ,2,466039
