slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
3,overinformativeness,lock_big_silver,lock,7864,asma kilit,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
4,overinformativeness,key_big_gold,key,5163,anahtar,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
5,overinformativeness,tshirt_big_yellow,tshirt,8399,t-shirt,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
6,overinformativeness,lighter_big_black,lighter,7258,cakmak,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
7,overinformativeness,socks_big_green,socks,7817,corap,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
8,overinformativeness,socks_big_blue,socks,23350,corap,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
9,overinformativeness,apple_big_red,apple,5478,elma,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
10,overinformativeness,umbrella_big_blue,umbrella,5898,semsiye,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
11,overinformativeness,glasses_big_red,glasses,5757,gozluk,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
12,overinformativeness,toothbrush_big_purple,toothbrush,6494,dis fircasi,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
13,adjective_ordering,woman_young_happy,woman,7362,kadin,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
14,overinformativeness,dress_big_green,dress,6609,elbise,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
15,overinformativeness,glove_big_orange,glove,10695,bulasik eldiveni,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
16,overinformativeness,lock_big_gold,lock,79687,asma kilit,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
17,overinformativeness,button_big_green,button,5776,dugme,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
18,overinformativeness,pepper_big_red,pepper,8764,biber,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
19,overinformativeness,umbrella_big_green,umbrella,6612,semsiye,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
20,overinformativeness,balloon_big_yellow,balloon,6028,balon,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
21,overinformativeness,rosary_big_yellow,rosary,7405,tesbih,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
22,overinformativeness,clock_big_purple,clock,6886,calar saat,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
23,overinformativeness,shoe_big_pink,shoe,6392,ayakkabi,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
24,overinformativeness,book_big_red,book,6401,kitap,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
25,overinformativeness,pants_big_pink,pants,126966,pantolon,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
26,overinformativeness,chair_big_blue,chair,9915,sandalye,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
27,overinformativeness,book_big_blue,book,5301,kitap,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
28,overinformativeness,pants_big_green,pants,7907,pantolon,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
29,overinformativeness,ball_big_yellow,ball,5059,top,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
30,overinformativeness,knife_big_blue,knife,7536,bicak,Chrome,Windows,1080,1920,Turkce,0,Yes,32,Female,3,,hayir,1.5 pound ,452282
