slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,Beyaz,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
1,bot_check,,beyaz,0,Beyaz,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
1,bot_check,,beyaz,0,beyaz,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
3,overinformativeness,rosary_big_yellow,rosary,4456,tesbih,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
4,adjective_ordering,earring_small_triangular,earring,5691,\nküpe,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
5,overinformativeness,toothbrush_big_purple,toothbrush,4278,\ndiş fırçası,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
6,overinformativeness,lipstick_big_pink,lipstick,2705,\nruj,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
7,overinformativeness,umbrella_big_green,umbrella,3849,\nşemsiye,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
8,overinformativeness,scissors_big_green,scissors,2896,\nmakas,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
9,overinformativeness,skirt_big_green,skirt,2737,\netek,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
10,overinformativeness,pepper_big_red,pepper,3047,\nbiber,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
11,overinformativeness,apple_big_green,apple,4535,\nelma,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
12,adjective_ordering,shorts_wet_green,shorts,5492,\nşort,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
13,overinformativeness,dress_big_green,dress,9617,\nelbise,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
14,overinformativeness,apple_big_red,apple,2433,\nelma,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
15,overinformativeness,flower_big_pink,flower,2437,\nçiçek,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
16,overinformativeness,glove_big_green,glove,2399,\neldiven,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
17,overinformativeness,hat_big_pink,hat,2823,\nşapka,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
18,adjective_ordering,picture_bw_rectangular,picture,6673,\nresim,Chrome,Mac,900,1440,Türkçe,1,Yes,37,Male,4,Teşekkürler,Hayır,1,404349
