slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,Beyaz,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
3,overinformativeness,toothbrush_big_green,toothbrush,10903,dis fircasi,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
4,overinformativeness,glove_big_green,glove,11568,eldiven,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
5,overinformativeness,lighter_big_black,lighter,4456,cakmak,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
6,overinformativeness,rosary_big_yellow,rosary,4656,tesbih,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
7,overinformativeness,lipstick_big_pink,lipstick,4536,ruj,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
8,overinformativeness,book_big_red,book,4240,kitap,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
9,overinformativeness,balloon_big_yellow,balloon,4320,balon,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
10,overinformativeness,car_big_blue,car,6600,oyuncak araba,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
11,overinformativeness,balloon_big_pink,balloon,12016,pembe balon,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
12,overinformativeness,glasses_big_blue,glasses,5176,gozluk,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
13,overinformativeness,umbrella_big_green,umbrella,5616,semsiye,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
14,overinformativeness,cat_big_black,cat,3920,kedi,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
15,overinformativeness,dress_big_green,dress,4904,elbise,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
16,overinformativeness,car_big_green,car,8255,yesil oyuncak araba,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
17,overinformativeness,binoculars_big_blue,binoculars,49375,durbun,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
18,overinformativeness,rosary_big_blue,rosary,6624,mavi tesbih,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
19,overinformativeness,chair_big_yellow,chair,7624,\nsari sandalye,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
20,overinformativeness,bag_big_red,bag,11224,kirmizi canta,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
21,overinformativeness,shoe_big_pink,shoe,8312,pembe ayakabi,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
22,adjective_ordering,man2_mustached_glassed,man2,13752,gozluklu bir erkek,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
23,overinformativeness,key_big_silver,key,42871,anaktar,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
24,overinformativeness,mirror_big_white,mirror,13089,beyaz sapli ayna,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
25,overinformativeness,shoe_big_yellow,shoe,6222,\nsari ayakabi,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
26,overinformativeness,bag_big_blue,bag,8280,mavi sirt cantasi,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
27,overinformativeness,skirt_big_green,skirt,7656,yesil etek,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
28,overinformativeness,glove_big_orange,glove,8357,turuncu eldiven,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
29,adjective_ordering,man_young_bald,man,6179,\nkel erkek,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
30,overinformativeness,lock_big_silver,lock,39151,asma kilit,Chrome,Windows,1080,1920,turkce ve ingilizce,2,Yes,46,Female,1,ilginc bir deneyim.,"araba bos safa vardi, yani bir cisim yoktu ama cevap istiyordu.  Turkce harflerim olmadigindan i,o,s. c ler farkli",2.00,642218
