slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,Beyaz,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
3,overinformativeness,mirror_big_black,mirror,7577,ayna,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
4,overinformativeness,knife_big_blue,knife,53257,bıçak,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
5,overinformativeness,lock_big_silver,lock,5604,kilit,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
6,overinformativeness,umbrella_big_green,umbrella,42487,\nŞemsiye,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
7,overinformativeness,dress_big_blue,dress,6330,elbise,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
8,overinformativeness,mirror_big_white,mirror,5328,ayna,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
9,overinformativeness,toothbrush_big_purple,toothbrush,38902,Diş Fırçası,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
10,overinformativeness,toothbrush_big_green,toothbrush,3574,Diş Fırçası,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
11,adjective_ordering,shorts_wet_red,shorts,19157,Şort,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
12,overinformativeness,chair_big_blue,chair,5418,sandalye,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
13,overinformativeness,hat_big_pink,hat,15047,Şapka ,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
14,overinformativeness,tshirt_big_orange,tshirt,11129,t-shirt,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
15,adjective_ordering,man_old_bearded,man,7404,adam,Chrome,Windows,1080,1920,Türkçe,1,Yes,38,Male,3,,Hayır,"1,5 euro",622061
