slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,BEYAZ,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
3,adjective_ordering,box_closed_wood,box,9590,TAHTA KUTU,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
4,adjective_ordering,woman2_sad_fat,woman2,62396,MAVI GOZLU KISA SARI SACLI GIDILI ORTA YASLI KADIN,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
5,overinformativeness,rosary_big_yellow,rosary,14724,SARI TESPIH,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
6,overinformativeness,tshirt_big_yellow,tshirt,9829,SARI TSHIRT,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
7,adjective_ordering,woman_young_happy,woman,30133,SIYAH BOYALI KISA SACLI GULUMSEYEN KAHVERENGI GOZLU KADIN,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
8,overinformativeness,mirror_big_black,mirror,7533,SIYAH SAPLI AYNA,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
9,overinformativeness,flower_big_yellow,flower,4547,SARI CICEK,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
10,overinformativeness,ball_big_purple,ball,6631,MOR TOP,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
11,overinformativeness,glasses_big_red,glasses,5877,KIRMIZI GOZLUK,Safari,Mac,1050,1680,TURKCE,1,Yes,36,Male,4,KOLAY GELSIN,BIRKAC GORSEL ACILMADI. BOS DIYE NOT ALDIM ACILMAYANLARI.,£1.00 ,402014
