slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
3,overinformativeness,key_big_silver,key,5102,anahtar,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
4,adjective_ordering,pencil_short_blue,pencil,6168,kurşun kalem,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
5,overinformativeness,pot_big_green,pot,5135,tencere,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
6,overinformativeness,pepper_big_red,pepper,8297,kırmızı dolmalık biber,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
7,overinformativeness,chair_big_yellow,chair,4588,sandalye,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
8,overinformativeness,mirror_big_black,mirror,3731,ayna,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
9,overinformativeness,tie_big_blue,tie,3561,kravat,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
10,adjective_ordering,man_young_bald,man,12264,erkek yüzü,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
11,adjective_ordering,shorts_dry_green,shorts,5179,şort,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
12,overinformativeness,dress_big_blue,dress,7403,elbise,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
13,overinformativeness,tshirt_big_orange,tshirt,4950,tişört,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
14,overinformativeness,shoe_big_pink,shoe,10455,günlük spor ayakkabı,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
15,overinformativeness,book_big_red,book,7254,defter,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
16,overinformativeness,umbrella_big_blue,umbrella,7106,şemsiye,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
17,overinformativeness,pants_big_green,pants,4366,pantolon,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
18,overinformativeness,car_big_blue,car,4544,oyuncak araba,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
19,overinformativeness,key_big_gold,key,3678,anahtar,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
20,overinformativeness,pot_big_blue,pot,3354,tencere,Chrome,Windows,768,1366,Türkçe,1,Yes,26,Male,4,"Deney iyiydi. Tek önerim, nesneleri yazacağımız kutucuğa her zaman tıklamak zorundaydım. Sonra ek olarak devam butonuna tıklamak zorundaydım. Belki de kutucuğu otomatik seçme özelliği gelebilir. ",Hayır.,1.5 dolar,716623
