slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
3,overinformativeness,apple_big_green,apple,7014,elma,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
4,adjective_ordering,man_old_bald,man,8798,yasli adam,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
5,adjective_ordering,spoon_metal_clean,spoon,8596,kasik,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
6,overinformativeness,dress_big_blue,dress,5016,elbise,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
7,overinformativeness,balloon_big_yellow,balloon,6230,balon,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
8,overinformativeness,button_big_green,button,4270,dugme,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
9,overinformativeness,key_big_silver,key,10004,anahtar,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
10,overinformativeness,mirror_big_white,mirror,14152,el aynasi,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
11,adjective_ordering,nails_black_matte,nail_polish,53240,havlu tutan siyah ojeli parmaklar,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
12,overinformativeness,dress_big_green,dress,7790,yesil elbise,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
13,overinformativeness,pants_big_pink,pants,8620,pantolon,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
14,overinformativeness,lipstick_big_red,lipstick,4838,ruj,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
15,overinformativeness,binoculars_big_red,binoculars,5710,durbun,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
16,overinformativeness,shoe_big_pink,shoe,5890,ayakkabi,Firefox,Windows,768,1024,Turkce,0,Yes,56,Male,3,"Deneye tesekkurler, ozellikle Turkce olmasi memnun etti. Iyi calismalar. ",Hayir,$20,501066
