slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
3,overinformativeness,mirror_big_black,mirror,6823,ayna,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
4,overinformativeness,button_big_green,button,5288,düğme,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
5,adjective_ordering,bottle_glass_big,bottle,28263,şişe,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
6,overinformativeness,book_big_blue,book,28360,kitap,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
7,overinformativeness,umbrella_big_blue,umbrella,5088,şemsiye,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
8,overinformativeness,rosary_big_blue,rosary,5432,tesbih,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
9,overinformativeness,toothbrush_big_purple,toothbrush,6169,diş fırçası,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
10,overinformativeness,balloon_big_yellow,balloon,44951,balon,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
11,overinformativeness,knife_big_red,knife,4024,bıçak,Chrome,Windows,1080,1920,Türkçe,1,Yes,32,Female,3,Resimlerin yüklenmemesi özel olarak mı yapıldı onu öğrenmek isterdim. Deney sıkıntı değildi fakat sabırla resimlerin yüklenmesini beklemek zordu ve ben pek de sabırlı bir insan sayılmam.,Evet. Resimler bir türlü yüklenmedi çoğu sefer resim başına 2-3 dakika beklemem gerekti. Bu yüzden bazı yazılarda birkaç hata yaptım araya bir numara ya da farklı bir rakam karıştı ve bir sefer resim bir türlü yüklenmediği için oraya bu şikayetimi yazıp geçtim.,,223297
