slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
3,overinformativeness,lighter_big_black,lighter,4725,cakmak,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
4,overinformativeness,scissors_big_green,scissors,4003,makas,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
5,overinformativeness,tshirt_big_yellow,tshirt,3542,tisort,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
6,overinformativeness,ball_big_yellow,ball,3659,top,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
7,overinformativeness,lock_big_gold,lock,3633,kilit,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
8,adjective_ordering,man_young_bald,man,3392,adam,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
9,overinformativeness,socks_big_blue,socks,3941,corap,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
10,overinformativeness,lipstick_big_red,lipstick,3063,ruj,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
11,overinformativeness,button_big_blue,button,2930,dugme,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
12,adjective_ordering,table_metal_high,table,7582,beyaz,Chrome,Windows,720,1280,Turkce,1,Yes,26,Female,4,,"Evet, bazi resimler gorunmedi. ",2 pounds,719071
