slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
3,overinformativeness,tshirt_big_yellow,tshirt,7559,t-shirt,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
4,overinformativeness,scissors_big_green,scissors,4276,makas,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
5,overinformativeness,glove_big_orange,glove,3424,eldiven,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
6,overinformativeness,toothbrush_big_purple,toothbrush,5184,dis fircasi,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
7,overinformativeness,pepper_big_green,pepper,4022,biber,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
8,overinformativeness,book_big_blue,book,5255,kitap,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
9,overinformativeness,book_big_red,book,3495,defter,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
10,adjective_ordering,box_closed_wood,box,4379,kutu,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
11,overinformativeness,apple_big_green,apple,3869,elma,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
12,overinformativeness,knife_big_red,knife,2998,bicak,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
13,overinformativeness,toothbrush_big_green,toothbrush,3878,dis fircasi,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
14,overinformativeness,cat_big_black,cat,2657,kedi,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
15,overinformativeness,tshirt_big_orange,tshirt,3506,t-shirt,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
16,overinformativeness,pot_big_blue,pot,3156,tencere,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
17,overinformativeness,pants_big_pink,pants,3648,pantalon,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
18,overinformativeness,hat_big_pink,hat,2705,sapka,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
19,overinformativeness,bag_big_blue,bag,2879,canta,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
20,adjective_ordering,bottle_glass_big,bottle,2790,sise,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
21,overinformativeness,bag_big_red,bag,5800,sirt cantasi,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
22,overinformativeness,mirror_big_white,mirror,10735,spatula?,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
23,adjective_ordering,man2_bearded_glassed,man2,11763,sacli sakalli bir insan yuzu,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
24,overinformativeness,cat_big_white,cat,3142,kedi,Chrome,Windows,720,1280,Turkcce,-1,Yes,27,Female,-1,,-,,481326
