slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
3,adjective_ordering,table_metal_high,table,7097,masa,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
4,overinformativeness,glasses_big_red,glasses,12140,gözlük,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
5,overinformativeness,flower_big_yellow,flower,6410,çiçek,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
6,overinformativeness,scissors_big_blue,scissors,5165,makas,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
7,overinformativeness,lock_big_silver,lock,5434,kilit,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
8,overinformativeness,clock_big_purple,clock,9555,çalar saat,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
9,overinformativeness,button_big_blue,button,6883,düğme,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
10,overinformativeness,mirror_big_black,mirror,10307,el aynası,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
11,overinformativeness,glove_big_green,glove,6584,eldiven,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
12,adjective_ordering,nails_black_matte,nail_polish,12236,battaniye,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
13,overinformativeness,binoculars_big_blue,binoculars,5650,dürbün,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
14,overinformativeness,lipstick_big_pink,lipstick,4831,ruj,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
15,adjective_ordering,shorts_dry_red,shorts,6771,şort,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
16,overinformativeness,knife_big_red,knife,6047,bıçak,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
17,overinformativeness,mirror_big_white,mirror,10599,el aynası,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
18,overinformativeness,tie_big_red,tie,24805,kravat,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
19,adjective_ordering,woman2_happy_fat,woman2,7489,kadın,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
20,adjective_ordering,picture_colored_rectangular,picture,6762,tablo,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
21,adjective_ordering,woman_young_sad,woman,8523,\nüzgün kadın,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
22,overinformativeness,tie_big_blue,tie,9773,\nmavi kravat,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
23,overinformativeness,shoe_big_yellow,shoe,8418,\nsarı ayakkabı,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
24,overinformativeness,socks_big_blue,socks,7596,\nmavi çorap,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
25,overinformativeness,apple_big_green,apple,5834,\nyeşil elma,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
26,overinformativeness,toothbrush_big_purple,toothbrush,9358,\nmor diş fırçası,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
27,overinformativeness,car_big_green,car,12092,yeşil oyuncak araba,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
28,overinformativeness,umbrella_big_green,umbrella,9487,yeşil şemsiye,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
29,overinformativeness,brush_big_red,brush,10564,\nboya fırçası,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
30,overinformativeness,rosary_big_yellow,rosary,6884,\ntesbih,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
31,overinformativeness,glasses_big_blue,glasses,8705,\nmavi gözlük,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
32,overinformativeness,flower_big_pink,flower,7998,\npembe çiçek,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
33,overinformativeness,toothbrush_big_green,toothbrush,11112,\nyeşil diş fırçası,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
34,overinformativeness,lipstick_big_red,lipstick,5244,\nkırmızı ruj,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
35,overinformativeness,knife_big_blue,knife,7444,\nmavi bıçak,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
36,overinformativeness,pot_big_green,pot,8386,\nyeşil tencere,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
37,overinformativeness,balloon_big_pink,balloon,5330,\npembe balon,Chrome,Windows,720,1280,Türkçe,1,Yes,33,Female,4,HIT ne demek açıklanırsa daha iyi olurdu,Hayır,£8/h,192448
