slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,Beyaz,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
3,overinformativeness,skirt_big_green,skirt,8637,etek,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
4,overinformativeness,socks_big_green,socks,10518,çorap,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
5,adjective_ordering,spoon_metal_clean,spoon,10343,kaşık,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
6,overinformativeness,apple_big_green,apple,6594,elma,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
7,overinformativeness,pants_big_pink,pants,16247,pantolon,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
8,overinformativeness,cat_big_black,cat,4755,kedi,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
9,adjective_ordering,shorts_dry_green,shorts,5626,şort,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
10,overinformativeness,glasses_big_blue,glasses,48720,gözlük,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
11,overinformativeness,toothbrush_big_purple,toothbrush,7733,diş fırçası,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
12,overinformativeness,tie_big_blue,tie,74059,kravat,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
13,adjective_ordering,pencil_short_black,pencil,6465,kalem,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
14,overinformativeness,lipstick_big_red,lipstick,9040,ruj,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
15,overinformativeness,balloon_big_yellow,balloon,5175,balon,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
16,overinformativeness,glasses_big_red,glasses,33289,gözlük,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
17,overinformativeness,key_big_silver,key,44782,anahtar,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
18,overinformativeness,lipstick_big_pink,lipstick,5011,ruj,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
19,overinformativeness,balloon_big_pink,balloon,4883,balon,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
20,overinformativeness,pot_big_green,pot,7358,tencere,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
21,overinformativeness,apple_big_red,apple,4524,elma,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
22,overinformativeness,book_big_blue,book,4432,kitap,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
23,overinformativeness,lighter_big_white,lighter,38865,çakmak,Chrome,Windows,1235,1852,Türkçe,1,Yes,26,Male,3,Nesne olmayan resimler vardı. ,Hayır,,817205
