slide_number_in_experiment,trial_type,label,object,rt,response,Browser,OS,screenH,screenW,language,enjoyment,asses,age,gender,education,comments,problems,fairprice,participant_id
1,bot_check,,beyaz,0,beyaz,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
3,overinformativeness,umbrella_big_blue,umbrella,6623,semsiye,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
4,overinformativeness,dress_big_blue,dress,7256,elbise,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
5,overinformativeness,tie_big_blue,tie,5888,kiravat,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
6,adjective_ordering,man_old_bearded,man,7824,sakal,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
7,overinformativeness,book_big_blue,book,8904,kitap,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
8,overinformativeness,car_big_green,car,7240,oyuncak araba,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
9,overinformativeness,tie_big_red,tie,10367,kiravat veya kravat,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
10,overinformativeness,chair_big_yellow,chair,5824,sandalye,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
11,overinformativeness,socks_big_blue,socks,6295,corap,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
12,overinformativeness,knife_big_blue,knife,3896,bicak,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
13,overinformativeness,apple_big_green,apple,3544,elma,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
14,overinformativeness,hat_big_pink,hat,3224,sapka,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
15,overinformativeness,book_big_red,book,3320,kitap,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
16,overinformativeness,binoculars_big_blue,binoculars,6664,durbun,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
17,overinformativeness,rosary_big_blue,rosary,4512,tesbih,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
18,overinformativeness,flower_big_yellow,flower,3312,cicek,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
19,overinformativeness,binoculars_big_red,binoculars,4008,durbun,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
20,overinformativeness,lock_big_gold,lock,34400,kilit,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
21,overinformativeness,pot_big_blue,pot,4361,tencere,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
22,overinformativeness,flower_big_pink,flower,3336,cicek,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
23,adjective_ordering,woman2_happy_skinny,woman2,5192,kadin,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
24,overinformativeness,lock_big_silver,lock,4552,kilit,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
25,overinformativeness,button_big_blue,button,4111,dugme,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
26,overinformativeness,hat_big_orange,hat,3209,sapka,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
27,adjective_ordering,woman_young_happy,woman,4368,kadin,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
28,overinformativeness,brush_big_red,brush,5463,boya firca,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
29,overinformativeness,lipstick_big_pink,lipstick,5407,ruj,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
30,overinformativeness,balloon_big_pink,balloon,3832,balon,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
31,overinformativeness,toothbrush_big_purple,toothbrush,4471,dis fircasi,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
32,overinformativeness,apple_big_red,apple,5249,kirmizi elma,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
33,overinformativeness,button_big_green,button,4927,yesil dugme,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
34,overinformativeness,glove_big_green,glove,5336,eldiven,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
35,overinformativeness,tshirt_big_orange,tshirt,22631,tshort,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
36,adjective_ordering,bottle_glass_small,bottle,4112,sise,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
37,overinformativeness,key_big_silver,key,4001,anahtar,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
38,overinformativeness,skirt_big_blue,skirt,3607,etek,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
39,overinformativeness,mirror_big_white,mirror,6120,ayna,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
40,overinformativeness,lipstick_big_red,lipstick,5312,ruj,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
41,adjective_ordering,hair_straight_blond,hair,12647,uzun sac,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
42,overinformativeness,lighter_big_white,lighter,4408,cakmak,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
43,overinformativeness,skirt_big_green,skirt,9328,yesil etek,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
44,overinformativeness,socks_big_green,socks,4696,yesil corap,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
45,overinformativeness,brush_big_blue,brush,10280,mavi boya fircasi,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
46,overinformativeness,shoe_big_yellow,shoe,6104,sari ayakkabi,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
47,overinformativeness,balloon_big_yellow,balloon,4488,sari balon,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
48,overinformativeness,glasses_big_blue,glasses,4800,mavi gozluk,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
49,overinformativeness,mirror_big_black,mirror,4992,siyah ayna,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
50,overinformativeness,ball_big_yellow,ball,5064,sari top,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
51,adjective_ordering,spoon_metal_clean,spoon,8952,yemek kasigi,Chrome,Windows,1080,1920,Turkce/ingilizce,1,Yes,27,Female,3,Renkleri soyleyip soylememem gerektigini ilk baska anlayamamistim ama ayni cisimleri ust uste gorunce anladim. ,,£1,410184
