"slide_number_in_experiment","label","Answer.time_in_minutes","trial_type","rt","workerid","response","object","speaker_cond"
1,"",23.758,"bot_check",0,0,"Zeynep","Zeynep","first_post"
3,"hat_big_orange",23.758,"overinformativeness",23132,0,"Hat","hat","first_post"
4,"pot_big_blue",23.758,"overinformativeness",268278,0,"Hot Box","pot","first_post"
5,"woman_young_sad",23.758,"adjective_ordering",12047,0,"Sad face of women","woman","first_post"
6,"shorts_wet_green",23.758,"adjective_ordering",10456,0,"Trouser","shorts","first_post"
7,"hair_straight_blond",23.758,"adjective_ordering",35033,0,"Long grey hair","hair","first_post"
8,"pepper_big_red",23.758,"overinformativeness",10270,0,"Capsicum","pepper","first_post"
9,"earring_small_round",23.758,"adjective_ordering",35910,0,"Ear ring","earring","first_post"
10,"button_big_blue",23.758,"overinformativeness",9936,0,"Shirt Button","button","first_post"
11,"tie_big_blue",23.758,"overinformativeness",8135,0,"Tye","tie","first_post"
12,"clock_big_yellow",23.758,"overinformativeness",7345,0,"Alarm Clock","clock","first_post"
13,"knife_big_red",23.758,"overinformativeness",4383,0,"Knife","knife","first_post"
14,"pencil_short_black",23.758,"adjective_ordering",6168,0,"Pencil","pencil","first_post"
15,"bottle_plastic_small",23.758,"adjective_ordering",5839,0,"Water Bottle","bottle","first_post"
16,"earring_big_round",23.758,"adjective_ordering",4448,0,"Ear ring","earring","first_post"
17,"binoculars_big_red",23.758,"overinformativeness",6200,0,"Binocular","binoculars","first_post"
18,"earring_small_triangular",23.758,"adjective_ordering",4832,0,"Ear ring","earring","first_post"
19,"shoe_big_yellow",23.758,"overinformativeness",5144,0,"Shoe","shoe","first_post"
20,"hat_big_pink",23.758,"overinformativeness",3656,0,"Hat","hat","first_post"
21,"ball_big_purple",23.758,"overinformativeness",15935,0,"Circle ","ball","first_post"
22,"clock_big_purple",23.758,"overinformativeness",7169,0,"Alarm clock","clock","first_post"
23,"hair_curly_blonde",23.758,"adjective_ordering",13576,0,"Curly hair","hair","first_post"
24,"socks_big_blue",23.758,"overinformativeness",24207,0,"Pair of Socks","socks","first_post"
25,"glasses_big_red",23.758,"overinformativeness",11152,0,"Eye Glass","glasses","first_post"
26,"table_wood_high",23.758,"adjective_ordering",6446,0,"Table","table","first_post"
27,"cup_empty_metal",23.758,"adjective_ordering",9793,0,"Tea cup","cup","first_post"
28,"apple_big_red",23.758,"overinformativeness",6032,0,"Apple","apple","first_post"
29,"pepper_big_green",23.758,"overinformativeness",10408,0,"Capsicum","pepper","first_post"
30,"rosary_big_yellow",23.758,"overinformativeness",7623,0,"Necklace","rosary","first_post"
31,"dress_big_green",23.758,"overinformativeness",6015,0,"Gown","dress","first_post"
32,"pants_big_pink",23.758,"overinformativeness",4664,0,"Pant","pants","first_post"
33,"lipstick_big_pink",23.758,"overinformativeness",5905,0,"Lip stick","lipstick","first_post"
34,"box_closed_wood",23.758,"adjective_ordering",8511,0,"Wooden Box","box","first_post"
35,"brush_big_blue",23.758,"overinformativeness",3937,0,"Brush","brush","first_post"
36,"mirror_big_black",23.758,"overinformativeness",5896,0,"Hand Mirror","mirror","first_post"
37,"chair_big_yellow",23.758,"overinformativeness",6145,0,"Chair","chair","first_post"
38,"table_metal_low",23.758,"adjective_ordering",4085,0,"Table","table","first_post"
39,"car_big_green",23.758,"overinformativeness",24418,0,"Car","car","first_post"
40,"tshirt_big_orange",23.758,"overinformativeness",5487,0,"Shirt","tshirt","first_post"
41,"table_metal_high",23.758,"adjective_ordering",6511,0,"Table","table","first_post"
42,"spoon_metal_clean",23.758,"adjective_ordering",3774,0,"Spoon","spoon","first_post"
43,"pants_big_green",23.758,"overinformativeness",3497,0,"Pant","pants","first_post"
44,"book_big_blue",23.758,"overinformativeness",3992,0,"Book","book","first_post"
45,"mirror_big_white",23.758,"overinformativeness",5054,0,"Hand Mirror","mirror","first_post"
46,"spoon_wooden_clean",23.758,"adjective_ordering",4433,0,"Spoon","spoon","first_post"
47,"socks_big_green",23.758,"overinformativeness",6008,0,"Pair of socks","socks","first_post"
48,"button_big_green",23.758,"overinformativeness",7992,0,"Shirt Button","button","first_post"
49,"cup_empty_glass",23.758,"adjective_ordering",4439,0,"Glass","cup","first_post"
50,"picture_bw_rectangular",23.758,"adjective_ordering",6223,0,"Painting frame","picture","first_post"
51,"lock_big_gold",23.758,"overinformativeness",5016,0,"Lock","lock","first_post"
52,"table_wood_low",23.758,"adjective_ordering",3682,0,"Table","table","first_post"
53,"key_big_silver",23.758,"overinformativeness",5053,0,"Key","key","first_post"
54,"pencil_short_blue",23.758,"adjective_ordering",6681,0,"Pencil","pencil","first_post"
55,"lighter_big_black",23.758,"overinformativeness",7224,0,"Lighter","lighter","first_post"
56,"ball_big_yellow",23.758,"overinformativeness",7935,0,"Circle","ball","first_post"
57,"box_open_cardboard",23.758,"adjective_ordering",4601,0,"Box","box","first_post"
58,"brush_big_red",23.758,"overinformativeness",4304,0,"Brush","brush","first_post"
59,"cup_full_metal",23.758,"adjective_ordering",5000,0,"Tea cup","cup","first_post"
60,"dress_big_blue",23.758,"overinformativeness",3504,0,"Gown","dress","first_post"
61,"tie_big_red",23.758,"overinformativeness",2952,0,"Tye","tie","first_post"
62,"picture_bw_square",23.758,"adjective_ordering",7152,0,"Painting Frame","picture","first_post"
63,"glove_big_orange",23.758,"overinformativeness",6656,0,"Glove","glove","first_post"
64,"book_big_red",23.758,"overinformativeness",4759,0,"Book","book","first_post"
65,"cat_big_black",23.758,"overinformativeness",4655,0,"Black Cat","cat","first_post"
66,"toothbrush_big_green",23.758,"overinformativeness",6503,0,"Tooth Brush","toothbrush","first_post"
67,"bag_big_blue",23.758,"overinformativeness",3775,0,"Bag","bag","first_post"
68,"tshirt_big_yellow",23.758,"overinformativeness",4863,0,"Shirt","tshirt","first_post"
69,"shorts_dry_red",23.758,"adjective_ordering",5368,0,"Trouser","shorts","first_post"
70,"balloon_big_yellow",23.758,"overinformativeness",7169,0,"Baloon","balloon","first_post"
71,"man_young_bald",23.758,"adjective_ordering",8712,0,"A man","man","first_post"
72,"lipstick_big_red",23.758,"overinformativeness",7372,0,"LipStick","lipstick","first_post"
73,"binoculars_big_blue",23.758,"overinformativeness",4755,0,"Binocular","binoculars","first_post"
74,"shorts_wet_red",23.758,"adjective_ordering",4695,0,"Trouser","shorts","first_post"
75,"pot_big_green",23.758,"overinformativeness",5215,0,"Hot Pan","pot","first_post"
76,"box_closed_cardboard",23.758,"adjective_ordering",3288,0,"Box","box","first_post"
77,"key_big_gold",23.758,"overinformativeness",3224,0,"Key","key","first_post"
78,"flower_big_yellow",23.758,"overinformativeness",5336,0,"Sunflower","flower","first_post"
79,"pencil_long_blue",23.758,"adjective_ordering",4023,0,"Pencil","pencil","first_post"
80,"woman_old_sad",23.758,"adjective_ordering",9432,0,"An old woman","woman","first_post"
81,"woman_old_happy",23.758,"adjective_ordering",9719,0,"A happy old woman","woman","first_post"
82,"picture_colored_rectangular",23.758,"adjective_ordering",9983,0,"Painting Frame","picture","first_post"
83,"bottle_plastic_big",23.758,"adjective_ordering",5863,0,"Water Bottle","bottle","first_post"
84,"cat_big_white",23.758,"overinformativeness",4375,0,"White Cat","cat","first_post"
85,"shorts_dry_green",23.758,"adjective_ordering",3968,0,"Trouser","shorts","first_post"
86,"man_old_bearded",23.758,"adjective_ordering",5286,0,"An old man","man","first_post"
87,"skirt_big_green",23.758,"overinformativeness",15809,0,"Women outfit","skirt","first_post"
88,"lighter_big_white",23.758,"overinformativeness",4361,0,"Lighter","lighter","first_post"
89,"bottle_glass_small",23.758,"adjective_ordering",7793,0,"Bottle","bottle","first_post"
90,"man_old_bald",23.758,"adjective_ordering",5320,0,"An old man","man","first_post"
91,"shorts_wrinkled_green",23.758,"adjective_ordering",6752,0,"Trouser","shorts","first_post"
92,"hair_straight_brown",23.758,"adjective_ordering",6023,0,"A long hair","hair","first_post"
93,"spoon_wooden_dirty",23.758,"adjective_ordering",3832,0,"Spoon","spoon","first_post"
94,"flower_big_pink",23.758,"overinformativeness",4697,0,"Sunflower","flower","first_post"
95,"glasses_big_blue",23.758,"overinformativeness",5830,0,"Eye Glass","glasses","first_post"
96,"knife_big_blue",23.758,"overinformativeness",3456,0,"Knife","knife","first_post"
97,"cup_full_glass",23.758,"adjective_ordering",6087,0,"Glass","cup","first_post"
98,"rosary_big_blue",23.758,"overinformativeness",4919,0,"Necklace","rosary","first_post"
99,"scissors_big_blue",23.758,"overinformativeness",6977,0,"Scissor","scissors","first_post"
100,"glove_big_green",23.758,"overinformativeness",4087,0,"Gloves","glove","first_post"
101,"chair_big_blue",23.758,"overinformativeness",4097,0,"Table","chair","first_post"
102,"hair_curly_brown",23.758,"adjective_ordering",4967,0,"Curly hair","hair","first_post"
103,"umbrella_big_blue",23.758,"overinformativeness",4718,0,"Umberalla","umbrella","first_post"
104,"umbrella_big_green",23.758,"overinformativeness",6386,0,"Umberalla","umbrella","first_post"
105,"bag_big_red",23.758,"overinformativeness",2861,0,"Bag","bag","first_post"
106,"shorts_wrinkled_red",23.758,"adjective_ordering",4716,0,"Trouser","shorts","first_post"
107,"earring_big_triangular",23.758,"adjective_ordering",4983,0,"Ear ring","earring","first_post"
108,"bottle_glass_big",23.758,"adjective_ordering",16408,0,"Bottle","bottle","first_post"
109,"car_big_blue",23.758,"overinformativeness",3344,0,"Car","car","first_post"
110,"lock_big_silver",23.758,"overinformativeness",8927,0,"Lock","lock","first_post"
111,"toothbrush_big_purple",23.758,"overinformativeness",5289,0,"Tooth Brush","toothbrush","first_post"
112,"box_open_wood",23.758,"adjective_ordering",5920,0,"Wooden Box","box","first_post"
113,"pencil_long_black",23.758,"adjective_ordering",5304,0,"Pencil","pencil","first_post"
114,"spoon_metal_dirty",23.758,"adjective_ordering",4400,0,"Spoon","spoon","first_post"
115,"apple_big_green",23.758,"overinformativeness",3888,0,"Apple","apple","first_post"
116,"scissors_big_green",23.758,"overinformativeness",4073,0,"Scissor","scissors","first_post"
117,"balloon_big_pink",23.758,"overinformativeness",4456,0,"Baloon","balloon","first_post"
118,"man_young_bearded",23.758,"adjective_ordering",6383,0,"A happy man","man","first_post"
119,"skirt_big_blue",23.758,"overinformativeness",7190,0,"Women Outfit","skirt","first_post"
120,"woman_young_happy",23.758,"adjective_ordering",8448,0,"Happy woman","woman","first_post"
121,"picture_colored_square",23.758,"adjective_ordering",6663,0,"Painting frame","picture","first_post"
122,"shoe_big_pink",23.758,"overinformativeness",4887,0,"Shoe","shoe","first_post"
1,"",19.8595666666667,"bot_check",0,1,"Zeynep","Zeynep","first_post"
3,"shoe_big_pink",19.8595666666667,"overinformativeness",17096,1,"ayakkabı","shoe","first_post"
4,"woman_old_happy",19.8595666666667,"adjective_ordering",10580,1,"kadın","woman","first_post"
5,"hat_big_pink",19.8595666666667,"overinformativeness",12521,1,"şapka","hat","first_post"
6,"book_big_red",19.8595666666667,"overinformativeness",14425,1,"kitap","book","first_post"
7,"earring_small_triangular",19.8595666666667,"adjective_ordering",9774,1,"küpe","earring","first_post"
8,"pepper_big_green",19.8595666666667,"overinformativeness",6189,1,"biber","pepper","first_post"
9,"book_big_blue",19.8595666666667,"overinformativeness",5630,1,"kitap","book","first_post"
10,"shorts_wrinkled_red",19.8595666666667,"adjective_ordering",55256,1,"şort","shorts","first_post"
11,"lipstick_big_pink",19.8595666666667,"overinformativeness",13327,1,"ruj","lipstick","first_post"
12,"earring_big_triangular",19.8595666666667,"adjective_ordering",15030,1,"küpe","earring","first_post"
13,"shoe_big_yellow",19.8595666666667,"overinformativeness",10184,1,"ayakkabı","shoe","first_post"
14,"hair_curly_brown",19.8595666666667,"adjective_ordering",40721,1,"peruk","hair","first_post"
15,"brush_big_blue",19.8595666666667,"overinformativeness",8101,1,"fırça","brush","first_post"
16,"flower_big_yellow",19.8595666666667,"overinformativeness",9757,1,"çiçek","flower","first_post"
17,"bottle_glass_big",19.8595666666667,"adjective_ordering",9379,1,"şişe","bottle","first_post"
18,"dress_big_green",19.8595666666667,"overinformativeness",10350,1,"elbise","dress","first_post"
19,"pencil_long_blue",19.8595666666667,"adjective_ordering",5012,1,"kalem","pencil","first_post"
20,"woman_old_sad",19.8595666666667,"adjective_ordering",42652,1,"kadın","woman","first_post"
21,"shorts_dry_green",19.8595666666667,"adjective_ordering",9453,1,"şort","shorts","first_post"
22,"earring_small_round",19.8595666666667,"adjective_ordering",5267,1,"küpe","earring","first_post"
23,"lipstick_big_red",19.8595666666667,"overinformativeness",4535,1,"ruj","lipstick","first_post"
24,"pot_big_green",19.8595666666667,"overinformativeness",7500,1,"tencere","pot","first_post"
25,"spoon_metal_clean",19.8595666666667,"adjective_ordering",5239,1,"kaşık","spoon","first_post"
26,"socks_big_blue",19.8595666666667,"overinformativeness",5263,1,"çorap","socks","first_post"
27,"spoon_wooden_clean",19.8595666666667,"adjective_ordering",6102,1,"kaşık","spoon","first_post"
28,"glove_big_green",19.8595666666667,"overinformativeness",7491,1,"eldiven","glove","first_post"
29,"bottle_plastic_big",19.8595666666667,"adjective_ordering",4569,1,"şişe","bottle","first_post"
30,"glasses_big_red",19.8595666666667,"overinformativeness",14843,1,"gözlük","glasses","first_post"
31,"lighter_big_black",19.8595666666667,"overinformativeness",10250,1,"çakmak","lighter","first_post"
32,"shorts_wrinkled_green",19.8595666666667,"adjective_ordering",5532,1,"şort","shorts","first_post"
33,"pepper_big_red",19.8595666666667,"overinformativeness",11384,1,"biber","pepper","first_post"
34,"key_big_gold",19.8595666666667,"overinformativeness",4755,1,"anahtar","key","first_post"
35,"chair_big_blue",19.8595666666667,"overinformativeness",6179,1,"sandalye","chair","first_post"
36,"picture_bw_rectangular",19.8595666666667,"adjective_ordering",8118,1,"tablo","picture","first_post"
37,"scissors_big_blue",19.8595666666667,"overinformativeness",4441,1,"makas","scissors","first_post"
38,"cup_empty_metal",19.8595666666667,"adjective_ordering",18380,1,"fincan","cup","first_post"
39,"knife_big_blue",19.8595666666667,"overinformativeness",14461,1,"bıçak","knife","first_post"
40,"scissors_big_green",19.8595666666667,"overinformativeness",3515,1,"makas","scissors","first_post"
41,"balloon_big_pink",19.8595666666667,"overinformativeness",3653,1,"balon","balloon","first_post"
42,"skirt_big_blue",19.8595666666667,"overinformativeness",5562,1,"etek","skirt","first_post"
43,"toothbrush_big_purple",19.8595666666667,"overinformativeness",21131,1,"diş fırçası","toothbrush","first_post"
44,"man_young_bearded",19.8595666666667,"adjective_ordering",48300,1,"adam","man","first_post"
45,"car_big_blue",19.8595666666667,"overinformativeness",25096,1,"oyuncak araba","car","first_post"
46,"chair_big_yellow",19.8595666666667,"overinformativeness",4583,1,"sandalye","chair","first_post"
47,"picture_bw_square",19.8595666666667,"adjective_ordering",4324,1,"tablo","picture","first_post"
48,"table_metal_high",19.8595666666667,"adjective_ordering",4905,1,"masa","table","first_post"
49,"man_old_bearded",19.8595666666667,"adjective_ordering",12386,1,"yaşlı adam","man","first_post"
50,"pants_big_pink",19.8595666666667,"overinformativeness",11555,1,"pantolon","pants","first_post"
51,"ball_big_purple",19.8595666666667,"overinformativeness",4391,1,"top","ball","first_post"
52,"picture_colored_square",19.8595666666667,"adjective_ordering",4731,1,"tablo","picture","first_post"
53,"bag_big_blue",19.8595666666667,"overinformativeness",4933,1,"çanta","bag","first_post"
54,"man_young_bald",19.8595666666667,"adjective_ordering",6758,1,"kel adam","man","first_post"
55,"tshirt_big_yellow",19.8595666666667,"overinformativeness",15340,1,"tişört","tshirt","first_post"
56,"pencil_short_black",19.8595666666667,"adjective_ordering",4294,1,"kalem","pencil","first_post"
57,"shorts_wet_red",19.8595666666667,"adjective_ordering",4869,1,"şort","shorts","first_post"
58,"picture_colored_rectangular",19.8595666666667,"adjective_ordering",4729,1,"tablo","picture","first_post"
59,"box_closed_wood",19.8595666666667,"adjective_ordering",14580,1,"kutu","box","first_post"
60,"rosary_big_yellow",19.8595666666667,"overinformativeness",57146,1,"tespih","rosary","first_post"
61,"spoon_wooden_dirty",19.8595666666667,"adjective_ordering",5289,1,"kaşık","spoon","first_post"
62,"table_wood_high",19.8595666666667,"adjective_ordering",3230,1,"masa","table","first_post"
63,"hair_curly_blonde",19.8595666666667,"adjective_ordering",7158,1,"peruk","hair","first_post"
64,"lock_big_gold",19.8595666666667,"overinformativeness",7834,1,"kilit","lock","first_post"
65,"woman_young_happy",19.8595666666667,"adjective_ordering",16501,1,"kadın","woman","first_post"
66,"earring_big_round",19.8595666666667,"adjective_ordering",7084,1,"küpe","earring","first_post"
67,"pants_big_green",19.8595666666667,"overinformativeness",5159,1,"pantolon","pants","first_post"
68,"bottle_plastic_small",19.8595666666667,"adjective_ordering",5068,1,"şişe","bottle","first_post"
69,"cat_big_black",19.8595666666667,"overinformativeness",4391,1,"kedi","cat","first_post"
70,"flower_big_pink",19.8595666666667,"overinformativeness",7878,1,"çiçek","flower","first_post"
71,"lighter_big_white",19.8595666666667,"overinformativeness",4301,1,"çakmak","lighter","first_post"
72,"pot_big_blue",19.8595666666667,"overinformativeness",4057,1,"tencere","pot","first_post"
73,"shorts_dry_red",19.8595666666667,"adjective_ordering",10229,1,"şort","shorts","first_post"
74,"umbrella_big_blue",19.8595666666667,"overinformativeness",6117,1,"şemsiye","umbrella","first_post"
75,"glasses_big_blue",19.8595666666667,"overinformativeness",11869,1,"gözlük","glasses","first_post"
76,"button_big_green",19.8595666666667,"overinformativeness",7267,1,"düğme","button","first_post"
77,"clock_big_purple",19.8595666666667,"overinformativeness",4833,1,"saat","clock","first_post"
78,"rosary_big_blue",19.8595666666667,"overinformativeness",5758,1,"tespih","rosary","first_post"
79,"pencil_long_black",19.8595666666667,"adjective_ordering",3731,1,"kalem","pencil","first_post"
80,"man_old_bald",19.8595666666667,"adjective_ordering",6631,1,"yaşlı adam","man","first_post"
81,"box_closed_cardboard",19.8595666666667,"adjective_ordering",3902,1,"kutu","box","first_post"
82,"mirror_big_black",19.8595666666667,"overinformativeness",8800,1,"ayna","mirror","first_post"
83,"cat_big_white",19.8595666666667,"overinformativeness",4188,1,"kedi","cat","first_post"
84,"shorts_wet_green",19.8595666666667,"adjective_ordering",3987,1,"şort","shorts","first_post"
85,"binoculars_big_red",19.8595666666667,"overinformativeness",7590,1,"dürbün","binoculars","first_post"
86,"brush_big_red",19.8595666666667,"overinformativeness",7020,1,"fırça","brush","first_post"
87,"hair_straight_brown",19.8595666666667,"adjective_ordering",11943,1,"peruk","hair","first_post"
88,"hat_big_orange",19.8595666666667,"overinformativeness",4401,1,"şapka","hat","first_post"
89,"balloon_big_yellow",19.8595666666667,"overinformativeness",3661,1,"balon","balloon","first_post"
90,"toothbrush_big_green",19.8595666666667,"overinformativeness",10866,1,"diş fırçası","toothbrush","first_post"
91,"umbrella_big_green",19.8595666666667,"overinformativeness",4987,1,"şemsiye","umbrella","first_post"
92,"apple_big_red",19.8595666666667,"overinformativeness",3669,1,"elma","apple","first_post"
93,"knife_big_red",19.8595666666667,"overinformativeness",5121,1,"bıçak","knife","first_post"
94,"socks_big_green",19.8595666666667,"overinformativeness",4891,1,"çorap","socks","first_post"
95,"button_big_blue",19.8595666666667,"overinformativeness",5047,1,"düğme","button","first_post"
96,"table_metal_low",19.8595666666667,"adjective_ordering",2857,1,"masa","table","first_post"
97,"key_big_silver",19.8595666666667,"overinformativeness",5368,1,"anahtar","key","first_post"
98,"glove_big_orange",19.8595666666667,"overinformativeness",5765,1,"eldiven","glove","first_post"
99,"box_open_cardboard",19.8595666666667,"adjective_ordering",3620,1,"kutu","box","first_post"
100,"mirror_big_white",19.8595666666667,"overinformativeness",5219,1,"ayna","mirror","first_post"
101,"cup_full_metal",19.8595666666667,"adjective_ordering",10756,1,"fincan","cup","first_post"
102,"woman_young_sad",19.8595666666667,"adjective_ordering",9161,1,"kadın","woman","first_post"
103,"binoculars_big_blue",19.8595666666667,"overinformativeness",7768,1,"dürbün","binoculars","first_post"
104,"hair_straight_blond",19.8595666666667,"adjective_ordering",7712,1,"peruk","hair","first_post"
105,"spoon_metal_dirty",19.8595666666667,"adjective_ordering",5909,1,"kaşık","spoon","first_post"
106,"tie_big_blue",19.8595666666667,"overinformativeness",46557,1,"kravat","tie","first_post"
107,"tshirt_big_orange",19.8595666666667,"overinformativeness",8673,1,"tişört","tshirt","first_post"
108,"pencil_short_blue",19.8595666666667,"adjective_ordering",4806,1,"kalem","pencil","first_post"
109,"table_wood_low",19.8595666666667,"adjective_ordering",3743,1,"masa","table","first_post"
110,"lock_big_silver",19.8595666666667,"overinformativeness",5112,1,"kilit","lock","first_post"
111,"tie_big_red",19.8595666666667,"overinformativeness",4578,1,"kravat","tie","first_post"
112,"bag_big_red",19.8595666666667,"overinformativeness",4768,1,"çanta","bag","first_post"
113,"clock_big_yellow",19.8595666666667,"overinformativeness",3879,1,"saat","clock","first_post"
114,"apple_big_green",19.8595666666667,"overinformativeness",3524,1,"elma","apple","first_post"
115,"dress_big_blue",19.8595666666667,"overinformativeness",4706,1,"elbise","dress","first_post"
116,"box_open_wood",19.8595666666667,"adjective_ordering",3799,1,"kutu","box","first_post"
117,"cup_empty_glass",19.8595666666667,"adjective_ordering",7303,1,"bardak","cup","first_post"
118,"bottle_glass_small",19.8595666666667,"adjective_ordering",3535,1,"şişe","bottle","first_post"
119,"ball_big_yellow",19.8595666666667,"overinformativeness",4136,1,"top","ball","first_post"
120,"car_big_green",19.8595666666667,"overinformativeness",7714,1,"oyuncak araba","car","first_post"
121,"skirt_big_green",19.8595666666667,"overinformativeness",3778,1,"etek","skirt","first_post"
122,"cup_full_glass",19.8595666666667,"adjective_ordering",4602,1,"bardak","cup","first_post"
1,"",21.4244,"bot_check",0,2,"Selin","Selin","first_post"
3,"shorts_dry_red",21.4244,"adjective_ordering",53578,2,"Shorts","shorts","first_post"
4,"pencil_short_black",21.4244,"adjective_ordering",10305,2,"Pencil","pencil","first_post"
5,"pencil_long_black",21.4244,"adjective_ordering",44048,2,"Pencil","pencil","first_post"
6,"glasses_big_blue",21.4244,"overinformativeness",33846,2,"Specs","glasses","first_post"
7,"picture_bw_square",21.4244,"adjective_ordering",14637,2,"Photo frame","picture","first_post"
8,"man_old_bald",21.4244,"adjective_ordering",44919,2,"Person","man","first_post"
9,"cat_big_white",21.4244,"overinformativeness",9299,2,"Cat","cat","first_post"
10,"earring_big_triangular",21.4244,"adjective_ordering",16364,2,"Earing","earring","first_post"
11,"table_wood_low",21.4244,"adjective_ordering",7357,2,"Rable","table","first_post"
12,"toothbrush_big_green",21.4244,"overinformativeness",5775,2,"
brush","toothbrush","first_post"
13,"shorts_wrinkled_red",21.4244,"adjective_ordering",6575,2,"
shorts","shorts","first_post"
14,"chair_big_blue",21.4244,"overinformativeness",5441,2,"
chair","chair","first_post"
15,"bottle_glass_big",21.4244,"adjective_ordering",5781,2,"
bottle","bottle","first_post"
16,"glasses_big_red",21.4244,"overinformativeness",5692,2,"
specs","glasses","first_post"
17,"rosary_big_blue",21.4244,"overinformativeness",23207,2,"neck chain
chain","rosary","first_post"
18,"table_wood_high",21.4244,"adjective_ordering",5679,2,"
table","table","first_post"
19,"scissors_big_blue",21.4244,"overinformativeness",8624,2,"
scissors","scissors","first_post"
20,"woman_old_sad",21.4244,"adjective_ordering",7479,2,"
sad","woman","first_post"
21,"lipstick_big_pink",21.4244,"overinformativeness",6616,2,"
lipstick","lipstick","first_post"
22,"pencil_long_blue",21.4244,"adjective_ordering",5567,2,"
pencil","pencil","first_post"
23,"table_metal_high",21.4244,"adjective_ordering",6996,2,"
table","table","first_post"
24,"book_big_red",21.4244,"overinformativeness",4935,2,"
book","book","first_post"
25,"car_big_green",21.4244,"overinformativeness",9768,2,"
toy car","car","first_post"
26,"lock_big_gold",21.4244,"overinformativeness",5703,2,"
lock","lock","first_post"
27,"shorts_wet_green",21.4244,"adjective_ordering",6128,2,"
shorts","shorts","first_post"
28,"woman_young_happy",21.4244,"adjective_ordering",7264,2,"
happy","woman","first_post"
29,"shorts_wet_red",21.4244,"adjective_ordering",6975,2,"
shorts","shorts","first_post"
30,"socks_big_blue",21.4244,"overinformativeness",10560,2,"
shocks","socks","first_post"
31,"woman_young_sad",21.4244,"adjective_ordering",6519,2,"
sad","woman","first_post"
32,"ball_big_purple",21.4244,"overinformativeness",3533,2,"
ball","ball","first_post"
33,"chair_big_yellow",21.4244,"overinformativeness",3422,2,"
chair","chair","first_post"
34,"man_young_bald",21.4244,"adjective_ordering",28839,2,"
full shave","man","first_post"
35,"spoon_metal_dirty",21.4244,"adjective_ordering",4408,2,"
spoon","spoon","first_post"
36,"pants_big_green",21.4244,"overinformativeness",4847,2,"
pant","pants","first_post"
37,"tshirt_big_orange",21.4244,"overinformativeness",8511,2,"
T shirt","tshirt","first_post"
38,"bottle_glass_small",21.4244,"adjective_ordering",5112,2,"
bottle","bottle","first_post"
39,"flower_big_yellow",21.4244,"overinformativeness",8787,2,"
Sun flower","flower","first_post"
40,"cup_full_glass",21.4244,"adjective_ordering",3775,2,"
Tea","cup","first_post"
41,"key_big_silver",21.4244,"overinformativeness",3072,2,"
key","key","first_post"
42,"toothbrush_big_purple",21.4244,"overinformativeness",5007,2,"
brush","toothbrush","first_post"
43,"box_open_wood",21.4244,"adjective_ordering",9071,2,"
Wooden box","box","first_post"
44,"knife_big_red",21.4244,"overinformativeness",4775,2,"
Knife","knife","first_post"
45,"rosary_big_yellow",21.4244,"overinformativeness",8414,2,"
Neck chain","rosary","first_post"
46,"scissors_big_green",21.4244,"overinformativeness",7543,2,"
scissors","scissors","first_post"
47,"shoe_big_pink",21.4244,"overinformativeness",5088,2,"
Shoe","shoe","first_post"
48,"cup_full_metal",21.4244,"adjective_ordering",6744,2,"
Coffee","cup","first_post"
49,"shorts_dry_green",21.4244,"adjective_ordering",4887,2,"
shorts","shorts","first_post"
50,"ball_big_yellow",21.4244,"overinformativeness",18332,2,"
ball","ball","first_post"
51,"earring_big_round",21.4244,"adjective_ordering",6462,2,"
earring","earring","first_post"
52,"book_big_blue",21.4244,"overinformativeness",3228,2,"
book","book","first_post"
53,"dress_big_blue",21.4244,"overinformativeness",8682,2,"
dress","dress","first_post"
54,"table_metal_low",21.4244,"adjective_ordering",4200,2,"
table","table","first_post"
55,"glove_big_orange",21.4244,"overinformativeness",6688,2,"
hand glove","glove","first_post"
56,"picture_colored_square",21.4244,"adjective_ordering",8439,2,"
photo frame","picture","first_post"
57,"spoon_wooden_dirty",21.4244,"adjective_ordering",3936,2,"
spoon","spoon","first_post"
58,"lock_big_silver",21.4244,"overinformativeness",5127,2,"
lock","lock","first_post"
59,"shorts_wrinkled_green",21.4244,"adjective_ordering",4960,2,"
shorts","shorts","first_post"
60,"lipstick_big_red",21.4244,"overinformativeness",5736,2,"
lipstick","lipstick","first_post"
61,"box_closed_wood",21.4244,"adjective_ordering",5283,2,"
Wooden box","box","first_post"
62,"pot_big_blue",21.4244,"overinformativeness",8822,2,"
Cooker","pot","first_post"
63,"button_big_blue",21.4244,"overinformativeness",5769,2,"
Button","button","first_post"
64,"earring_small_triangular",21.4244,"adjective_ordering",4776,2,"
Earring","earring","first_post"
65,"brush_big_red",21.4244,"overinformativeness",7550,2,"
Paint brush","brush","first_post"
66,"cup_empty_glass",21.4244,"adjective_ordering",6240,2,"
Glass","cup","first_post"
67,"knife_big_blue",21.4244,"overinformativeness",4726,2,"
Knife","knife","first_post"
68,"man_old_bearded",21.4244,"adjective_ordering",9135,2,"
Beard man","man","first_post"
69,"balloon_big_yellow",21.4244,"overinformativeness",3985,2,"
Ballon","balloon","first_post"
70,"tie_big_blue",21.4244,"overinformativeness",3768,2,"
Tie","tie","first_post"
71,"umbrella_big_green",21.4244,"overinformativeness",6819,2,"
Umbrella","umbrella","first_post"
